Idx,Name,StdMode,Shape,Weight,Anicount,Source,Reserved,Looks,DuraMax,Ac,Ac2,Mac,Mac2,Dc,Dc2,Mc,Mc2,Sc,Sc2,Need,NeedLevel,Price,Stock,NoHero,Power,Upgrade,Color,Light,OverLap,HP,MP,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8,Value9,Value10,Value11,Value12,Value13,Value14,Value15,Value16,Value17,Value18,Value19,Value20
115,金手镯,26,0,1,0,0,0,207,7000,0,0,2,3,0,1,0,0,0,0,0,23,6364,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,道士头盔,15,0,3,0,0,0,106,8000,1,2,2,3,0,0,0,0,0,0,0,24,5000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,传送戒指,22,112,1,0,0,0,172,5000,0,0,0,0,0,0,0,0,0,0,0,12,20000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,骑士手镯,26,0,1,0,0,0,209,8000,0,0,0,0,2,2,0,0,0,0,1,39,15000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,绿色项链,20,0,1,0,0,0,240,8000,0,0,0,0,2,5,0,0,0,0,1,37,20000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,凤凰明珠,20,0,1,0,0,0,243,7000,0,1,0,0,0,0,0,0,1,2,0,17,1818,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,道士手镯,26,0,1,0,0,0,198,7000,0,0,0,0,0,0,0,0,0,1,0,19,3636,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,三眼手镯,26,0,1,0,0,0,208,7000,1,1,0,0,0,0,0,0,1,3,3,22,10000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,灵魂项链,20,0,1,0,0,0,239,7000,0,2,0,0,0,0,0,0,1,6,3,23,18000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,黑檀手镯,26,0,1,0,0,0,211,6000,0,0,0,0,0,0,0,1,0,0,0,19,3636,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,思贝儿手镯,26,0,1,0,0,0,210,6000,0,0,0,0,0,0,0,2,0,0,0,26,10000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,恶魔铃铛,20,0,1,0,0,0,244,6000,0,2,0,0,0,0,0,7,0,0,2,27,18000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,铜矿,43,0,4,0,0,0,286,10000,0,0,0,0,0,0,0,0,0,0,0,0,3000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,铁矿,43,0,4,0,0,0,281,10000,0,0,0,0,0,0,0,0,0,0,0,0,4500,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,银矿,43,0,4,0,0,0,285,10000,0,0,0,0,0,0,0,0,0,0,0,0,7000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,金矿,43,0,4,0,0,0,280,10000,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,战神油,3,10,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,回城卷,3,3,1,108,0,0,402,1,0,0,0,0,0,0,0,0,0,0,0,0,455,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,祝福油,3,4,1,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,麻痹戒指,22,0,1,0,0,0,168,5000,0,0,0,0,0,1,0,0,0,0,0,16,20000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,复活戒指,22,0,1,0,0,0,175,5000,0,1,0,1,0,0,0,0,0,0,0,16,20000,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,火焰戒指,22,115,1,0,0,0,171,5000,0,0,0,0,0,0,1,2,0,0,0,16,20000,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,防御戒指,22,116,1,0,0,0,167,5000,0,0,0,0,0,0,0,0,1,2,0,16,20000,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,求婚戒指,22,0,1,0,0,0,170,5000,0,0,0,0,0,0,0,0,0,0,0,16,20000,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,护身戒指,22,0,1,0,0,0,176,5000,0,1,0,0,0,0,0,0,0,0,0,16,20000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,超负载戒指,22,119,1,0,0,0,170,5000,0,0,0,0,0,1,0,0,0,0,0,16,20000,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,技巧项链,20,120,1,0,0,0,241,8000,0,0,0,0,0,0,0,0,0,0,0,16,20000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,狂风戒指,23,0,1,0,0,0,162,5000,1,0,0,0,0,1,0,0,0,0,0,16,20000,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,夏普儿手镯,24,0,1,0,0,0,204,7000,0,2,0,0,0,0,0,0,0,0,0,16,20000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,狂风项链,21,0,1,0,0,0,228,8000,2,0,0,0,0,1,0,0,0,0,0,19,20000,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,避邪手镯,24,0,1,0,0,0,200,7000,0,0,0,2,0,0,0,0,0,0,0,19,20000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,探测项链,20,121,1,0,0,0,248,8000,0,0,0,0,0,0,0,0,0,0,0,1,20000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,困魔咒,4,2,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,8000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,召唤骷髅,4,2,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,2000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,隐身术,4,2,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,2000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,集体隐身术,4,2,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,2727,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,诱惑之光,4,1,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,瞬息移动,4,1,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,2000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,火墙,4,1,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,4545,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,爆裂火焰,4,1,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,2727,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,地狱雷光,4,1,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,8000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,半月弯刀,4,0,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,8000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,太阳水,0,1,1,0,0,0,16,0,30,0,40,0,0,0,0,0,0,0,0,1,909,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,祖玛头像,44,1,1,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,介绍信,50,0,1,1,1,0,266,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,随机传送卷,3,2,1,107,0,0,404,1,0,0,0,0,0,0,0,0,0,0,0,1,100,1,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,无极棍,5,21,15,0,0,0,52,25000,0,0,0,0,8,16,0,0,3,5,3,25,40000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,血饮,5,22,12,0,0,0,53,20000,0,5,0,0,6,16,3,5,0,0,2,27,40000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,裁决之杖,6,24,80,0,0,0,55,32000,0,0,0,0,0,30,0,0,0,0,0,30,50000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,记忆戒指,22,122,1,0,0,0,178,7000,0,0,0,0,0,0,0,0,1,3,0,26,10000,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,记忆项链,19,123,1,0,0,0,247,8000,0,0,0,0,2,4,0,0,0,0,0,26,10000,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,记忆手镯,24,124,1,0,0,0,212,6000,0,0,0,0,0,0,1,1,0,0,0,26,10000,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,记忆头盔,15,125,7,0,0,0,109,8000,3,3,0,0,0,0,0,0,0,0,0,26,10000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,祈祷之刃,5,23,10,0,0,0,54,20000,0,3,0,1,8,20,0,0,0,0,0,20,30000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,祈祷手镯,26,126,1,0,0,0,213,5000,0,0,0,0,0,2,0,0,0,0,0,15,10000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,祈祷项链,21,127,1,0,0,0,249,5000,0,0,0,0,0,0,0,0,0,4,0,15,10000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,祈祷戒指,23,128,1,0,0,0,179,5000,0,0,0,0,0,0,1,5,0,0,0,15,10000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,祈祷头盔,15,129,2,0,0,0,110,5000,3,4,1,2,0,0,0,0,0,0,0,18,20000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,行会回城卷,3,5,1,109,0,0,406,1,0,0,0,0,0,0,0,0,0,0,0,0,800,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,修复油,3,9,1,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,800,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,强效金创药,0,0,3,100,0,0,28,1,90,0,0,0,0,0,0,0,0,0,0,0,540,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,强效魔法药,0,0,3,101,0,0,29,1,0,0,150,0,0,0,0,0,0,0,0,0,540,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,生命项链,20,0,1,0,0,0,320,6000,0,1,0,0,0,0,1,5,0,0,2,25,10000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,力量戒指,22,0,3,0,0,0,336,6000,0,0,0,0,0,6,0,0,0,0,1,46,20000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,心灵手镯,26,0,1,0,0,0,328,7000,0,0,0,0,0,0,0,0,1,2,3,24,13000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,黑铁头盔,15,0,20,0,0,0,344,10000,4,5,2,3,0,0,0,0,0,0,1,46,40000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,烈火剑法,4,0,1,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,野蛮冲撞,4,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,8000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,心灵启示,4,2,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,9091,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,群体治疗术,4,2,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,召唤神兽,4,2,1,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,魔法盾,4,1,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,圣言术,4,1,1,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,冰咆哮,4,1,1,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,超级金创药,31,100,20,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,3409,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,超级魔法药,31,101,20,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,3409,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,强效太阳水,0,1,2,114,0,0,312,0,50,0,80,0,0,0,0,0,0,0,0,0,1818,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,骰子,45,6,1,0,0,0,360,1,0,0,0,0,0,0,0,0,0,0,0,0,3000,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,佛牌,45,2,1,0,0,0,368,1,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,黑铁矿石,43,0,4,0,0,0,284,30000,0,0,0,0,0,0,0,0,0,0,0,0,4500,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,彩票,3,11,1,0,0,0,265,1,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,疗伤药,0,1,1,126,0,0,14,1,150,0,150,0,0,0,0,0,0,0,0,0,10000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,特殊药水,0,3,1,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,药剂师的信,46,1,1,0,0,0,266,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,命运之刃,5,29,48,0,0,0,65,20000,0,0,0,0,12,16,0,0,0,0,0,35,23000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,屠龙,5,26,99,0,0,0,57,33000,0,2,0,0,5,35,0,0,0,0,0,34,60000,5,0,0,0,242,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,骨玉权杖,6,28,20,0,0,0,59,18000,0,0,0,0,6,12,2,6,0,0,0,35,50000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,龙纹剑,5,25,40,0,0,0,56,22000,0,0,0,0,8,20,0,0,3,6,0,35,50000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,嗜魂法杖,6,27,26,0,0,0,58,10000,0,5,0,0,6,13,4,10,0,0,0,35,50000,5,0,0,0,242,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,火把,30,0,3,0,0,0,131,20000,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,头盔,15,0,5,0,0,0,105,1000,0,0,0,0,0,0,0,0,0,0,0,1,10,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,鹿茸,0,1,5,0,0,0,6,1,100,0,100,0,0,0,0,0,0,0,0,0,4545,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,紫碧螺,22,0,2,0,0,0,183,5000,0,0,0,0,0,0,0,5,0,0,2,24,15000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,泰坦戒指,22,0,3,0,0,0,182,5000,0,0,0,0,0,0,0,0,2,6,3,24,15000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,幽灵手套,26,0,5,0,0,0,186,8000,0,3,0,0,0,0,0,0,0,0,0,25,8000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,阎罗手套,26,0,10,0,0,0,187,8000,0,4,0,0,0,0,0,0,0,0,0,30,10000,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,龙之手镯,26,0,3,0,0,0,214,6000,0,0,0,0,0,0,0,3,0,0,2,28,12000,5,0,0,0,151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,天珠项链,20,0,1,0,0,0,218,7000,0,0,0,0,0,0,0,0,1,5,3,22,10000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,幽灵项链,20,0,1,0,0,0,219,8000,0,0,0,0,0,5,0,0,0,0,0,24,10000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,鹿血,0,1,1,0,0,0,23,1,20,0,20,0,0,0,0,0,0,0,0,0,4000,5,0,0,0,249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,神秘戒指,22,130,1,0,0,0,181,5000,0,0,0,0,0,0,0,0,0,0,0,18,27,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,神秘腰带,26,131,1,0,0,0,215,8000,0,0,0,0,0,0,0,0,0,0,0,18,27,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,神秘头盔,15,132,10,0,0,0,111,10000,0,0,0,0,0,0,0,0,0,0,0,18,27,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,神水,0,2,1,0,0,0,119,1,0,0,0,0,0,0,0,0,0,0,0,0,100000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,万年雪霜,0,1,2,124,0,0,260,1,100,0,100,0,0,0,0,0,0,0,0,0,4000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,魔力手镯,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,筹码,46,1,2,0,0,0,391,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,神秘药水,0,1,5,0,0,0,4,1,20,0,20,0,0,0,0,0,0,0,0,0,100,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,金创药(小)包,31,102,8,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,680,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,魔法药(小)包,31,103,8,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,680,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,金创药(中)包,31,104,14,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,魔法药(中)包,31,105,14,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,地牢逃脱卷包,31,106,8,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,800,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,随机传送卷包,31,107,8,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,800,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,回城卷包,31,108,8,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,行会回城卷包,31,109,8,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,筹码包,31,110,14,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,6200,5,0,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,攻击神水,3,12,3,0,0,0,18,0,0,0,0,300,10,0,0,0,0,0,0,0,2000,5,0,0,0,250,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
